ENSSHAT00000000001.1	ENSSHAG00000000001.1	CERCAM
ENSSHAT00000000464.1	ENSSHAG00000000408.1	
ENSSHAT00000000465.1	ENSSHAG00000000409.1	
ENSSHAT00000000466.1	ENSSHAG00000000410.1	
ENSSHAT00000000468.1	ENSSHAG00000000412.1	
ENSSHAT00000000469.1	ENSSHAG00000000413.1	
ENSSHAT00000000470.1	ENSSHAG00000000414.1	
ENSSHAT00000000471.1	ENSSHAG00000000415.1	
ENSSHAT00000000472.1	ENSSHAG00000000416.1	
ENSSHAT00000000473.1	ENSSHAG00000000417.1	AGR3
ENSSHAT00000000474.1	ENSSHAG00000000418.1	
ENSSHAT00000000475.1	ENSSHAG00000000418.1	
ENSSHAT00000000476.1	ENSSHAG00000000419.1	
ENSSHAT00000000477.1	ENSSHAG00000000420.1	
ENSSHAT00000000478.1	ENSSHAG00000000421.1	
ENSSHAT00000000479.1	ENSSHAG00000000422.1	
ENSSHAT00000000480.1	ENSSHAG00000000423.1	
ENSSHAT00000000481.1	ENSSHAG00000000424.1	
ENSSHAT00000000482.1	ENSSHAG00000000425.1	ANKS4B
ENSSHAT00000000483.1	ENSSHAG00000000426.1	
ENSSHAT00000000484.1	ENSSHAG00000000427.1	
ENSSHAT00000000485.1	ENSSHAG00000000428.1	
ENSSHAT00000000486.1	ENSSHAG00000000429.1	
ENSSHAT00000000488.1	ENSSHAG00000000431.1	TIMELESS
ENSSHAT00000000489.1	ENSSHAG00000000432.1	
ENSSHAT00000000490.1	ENSSHAG00000000433.1	
ENSSHAT00000000491.1	ENSSHAG00000000434.1	
ENSSHAT00000000492.1	ENSSHAG00000000434.1	
ENSSHAT00000000493.1	ENSSHAG00000000435.1	
ENSSHAT00000000494.1	ENSSHAG00000000436.1	
ENSSHAT00000000495.1	ENSSHAG00000000437.1	
ENSSHAT00000000496.1	ENSSHAG00000000438.1	
ENSSHAT00000000497.1	ENSSHAG00000000439.1	
ENSSHAT00000000498.1	ENSSHAG00000000439.1	
ENSSHAT00000000500.1	ENSSHAG00000000441.1	
ENSSHAT00000000501.1	ENSSHAG00000000442.1	
ENSSHAT00000000502.1	ENSSHAG00000000443.1	
ENSSHAT00000000503.1	ENSSHAG00000000444.1	
ENSSHAT00000000504.1	ENSSHAG00000000445.1	
ENSSHAT00000000505.1	ENSSHAG00000000446.1	
ENSSHAT00000000506.1	ENSSHAG00000000447.1	
ENSSHAT00000000507.1	ENSSHAG00000000448.1	
ENSSHAT00000000508.1	ENSSHAG00000000449.1	ESF1
ENSSHAT00000000509.1	ENSSHAG00000000449.1	ESF1
ENSSHAT00000000510.1	ENSSHAG00000000449.1	ESF1
ENSSHAT00000000511.1	ENSSHAG00000000450.1	MOV10
ENSSHAT00000000512.1	ENSSHAG00000000450.1	MOV10
ENSSHAT00000000513.1	ENSSHAG00000000451.1	
ENSSHAT00000000514.1	ENSSHAG00000000452.1	MARCHF6
ENSSHAT00000000515.1	ENSSHAG00000000453.1	
ENSSHAT00000000516.1	ENSSHAG00000000454.1	
ENSSHAT00000000517.1	ENSSHAG00000000455.1	
ENSSHAT00000000518.1	ENSSHAG00000000455.1	
ENSSHAT00000000520.1	ENSSHAG00000000457.1	
ENSSHAT00000000521.1	ENSSHAG00000000458.1	
ENSSHAT00000000522.1	ENSSHAG00000000459.1	
ENSSHAT00000000523.1	ENSSHAG00000000460.1	
ENSSHAT00000000524.1	ENSSHAG00000000461.1	
ENSSHAT00000000525.1	ENSSHAG00000000462.1	
ENSSHAT00000000526.1	ENSSHAG00000000462.1	
ENSSHAT00000000527.1	ENSSHAG00000000463.1	
ENSSHAT00000000528.1	ENSSHAG00000000464.1	RHAG
ENSSHAT00000000529.1	ENSSHAG00000000464.1	RHAG
ENSSHAT00000000530.1	ENSSHAG00000000465.1	
ENSSHAT00000000531.1	ENSSHAG00000000466.1	
ENSSHAT00000000532.1	ENSSHAG00000000467.1	BDH2
ENSSHAT00000000533.1	ENSSHAG00000000468.1	
ENSSHAT00000000534.1	ENSSHAG00000000469.1	
ENSSHAT00000000535.1	ENSSHAG00000000470.1	
ENSSHAT00000000536.1	ENSSHAG00000000471.1	
ENSSHAT00000000537.1	ENSSHAG00000000472.1	BMX
ENSSHAT00000000538.1	ENSSHAG00000000472.1	BMX
ENSSHAT00000000539.1	ENSSHAG00000000473.1	TMEM231
ENSSHAT00000000540.1	ENSSHAG00000000474.1	
ENSSHAT00000000541.1	ENSSHAG00000000475.1	
ENSSHAT00000000542.1	ENSSHAG00000000476.1	
ENSSHAT00000000543.1	ENSSHAG00000000477.1	
ENSSHAT00000000544.1	ENSSHAG00000000478.1	
ENSSHAT00000000545.1	ENSSHAG00000000479.1	
ENSSHAT00000000546.1	ENSSHAG00000000480.1	
ENSSHAT00000000547.1	ENSSHAG00000000481.1	CDT1
ENSSHAT00000000548.1	ENSSHAG00000000481.1	CDT1
ENSSHAT00000000549.1	ENSSHAG00000000482.1	PPP2R1A
ENSSHAT00000000550.1	ENSSHAG00000000483.1	
ENSSHAT00000000551.1	ENSSHAG00000000484.1	
ENSSHAT00000000552.1	ENSSHAG00000000485.1	
ENSSHAT00000000553.1	ENSSHAG00000000486.1	MTMR1
ENSSHAT00000000554.1	ENSSHAG00000000487.1	
ENSSHAT00000000555.1	ENSSHAG00000000488.1	
ENSSHAT00000000556.1	ENSSHAG00000000489.1	
ENSSHAT00000000557.1	ENSSHAG00000000490.1	
ENSSHAT00000000558.1	ENSSHAG00000000491.1	
ENSSHAT00000000559.1	ENSSHAG00000000492.1	
ENSSHAT00000000560.1	ENSSHAG00000000493.1	
ENSSHAT00000000561.1	ENSSHAG00000000494.1	
ENSSHAT00000000562.1	ENSSHAG00000000495.1	SRD5A2
ENSSHAT00000000563.1	ENSSHAG00000000496.1	
ENSSHAT00000000564.1	ENSSHAG00000000497.1	
ENSSHAT00000000565.1	ENSSHAG00000000498.1	
ENSSHAT00000000566.1	ENSSHAG00000000499.1	
ENSSHAT00000000567.1	ENSSHAG00000000500.1	PFDN4
ENSSHAT00000000568.1	ENSSHAG00000000501.1	FUNDC1
ENSSHAT00000000569.1	ENSSHAG00000000502.1	
ENSSHAT00000000570.1	ENSSHAG00000000503.1	
ENSSHAT00000000571.1	ENSSHAG00000000503.1	
ENSSHAT00000000572.1	ENSSHAG00000000504.1	
ENSSHAT00000000573.1	ENSSHAG00000000505.1	TOMM40
ENSSHAT00000000574.1	ENSSHAG00000000506.1	
ENSSHAT00000000575.1	ENSSHAG00000000507.1	FANCM
ENSSHAT00000000576.1	ENSSHAG00000000507.1	FANCM
ENSSHAT00000000577.1	ENSSHAG00000000508.1	STAT2
ENSSHAT00000000578.1	ENSSHAG00000000508.1	STAT2
ENSSHAT00000000579.1	ENSSHAG00000000509.1	
ENSSHAT00000000580.1	ENSSHAG00000000510.1	
ENSSHAT00000000581.1	ENSSHAG00000000511.1	
ENSSHAT00000000582.1	ENSSHAG00000000512.1	
ENSSHAT00000000583.1	ENSSHAG00000000513.1	
ENSSHAT00000000584.1	ENSSHAG00000000514.1	
ENSSHAT00000000585.1	ENSSHAG00000000514.1	
ENSSHAT00000000586.1	ENSSHAG00000000515.1	
ENSSHAT00000000587.1	ENSSHAG00000000516.1	
ENSSHAT00000000588.1	ENSSHAG00000000517.1	
ENSSHAT00000000589.1	ENSSHAG00000000518.1	SLC22A16
ENSSHAT00000000590.1	ENSSHAG00000000519.1	
ENSSHAT00000000591.1	ENSSHAG00000000520.1	
ENSSHAT00000000592.1	ENSSHAG00000000521.1	SLC39A9
ENSSHAT00000000593.1	ENSSHAG00000000522.1	
ENSSHAT00000000594.1	ENSSHAG00000000522.1	
ENSSHAT00000000595.1	ENSSHAG00000000523.1	DLG3
ENSSHAT00000000596.1	ENSSHAG00000000524.1	TRPA1
ENSSHAT00000000597.1	ENSSHAG00000000524.1	TRPA1
ENSSHAT00000000598.1	ENSSHAG00000000524.1	TRPA1
ENSSHAT00000000599.1	ENSSHAG00000000525.1	
ENSSHAT00000000600.1	ENSSHAG00000000526.1	
ENSSHAT00000000601.1	ENSSHAG00000000527.1	
ENSSHAT00000000602.1	ENSSHAG00000000528.1	
ENSSHAT00000000603.1	ENSSHAG00000000529.1	
ENSSHAT00000000604.1	ENSSHAG00000000530.1	
ENSSHAT00000000605.1	ENSSHAG00000000531.1	
ENSSHAT00000000606.1	ENSSHAG00000000532.1	
ENSSHAT00000000607.1	ENSSHAG00000000533.1	HLTF
ENSSHAT00000000608.1	ENSSHAG00000000533.1	HLTF
ENSSHAT00000000609.1	ENSSHAG00000000534.1	
ENSSHAT00000000610.1	ENSSHAG00000000534.1	
ENSSHAT00000000611.1	ENSSHAG00000000535.1	
ENSSHAT00000000612.1	ENSSHAG00000000535.1	
ENSSHAT00000000613.1	ENSSHAG00000000536.1	
ENSSHAT00000000614.1	ENSSHAG00000000537.1	
ENSSHAT00000000615.1	ENSSHAG00000000538.1	BTD
ENSSHAT00000000616.1	ENSSHAG00000000539.1	
ENSSHAT00000000617.1	ENSSHAG00000000540.1	
ENSSHAT00000000618.1	ENSSHAG00000000541.1	
ENSSHAT00000000619.1	ENSSHAG00000000542.1	
ENSSHAT00000000621.1	ENSSHAG00000000544.1	
ENSSHAT00000000622.1	ENSSHAG00000000545.1	
ENSSHAT00000000623.1	ENSSHAG00000000546.1	
ENSSHAT00000000624.1	ENSSHAG00000000547.1	
ENSSHAT00000000625.1	ENSSHAG00000000548.1	
ENSSHAT00000000626.1	ENSSHAG00000000549.1	
ENSSHAT00000000627.1	ENSSHAG00000000549.1	
ENSSHAT00000000628.1	ENSSHAG00000000550.1	
ENSSHAT00000000629.1	ENSSHAG00000000551.1	
ENSSHAT00000000630.1	ENSSHAG00000000552.1	
ENSSHAT00000000631.1	ENSSHAG00000000553.1	
ENSSHAT00000000632.1	ENSSHAG00000000553.1	
ENSSHAT00000000633.1	ENSSHAG00000000554.1	
ENSSHAT00000000634.1	ENSSHAG00000000555.1	TMEM169
ENSSHAT00000000635.1	ENSSHAG00000000556.1	CTR9
ENSSHAT00000000636.1	ENSSHAG00000000557.1	TLK2
ENSSHAT00000000637.1	ENSSHAG00000000557.1	TLK2
ENSSHAT00000000638.1	ENSSHAG00000000558.1	
ENSSHAT00000000639.1	ENSSHAG00000000559.1	
ENSSHAT00000000640.1	ENSSHAG00000000560.1	
ENSSHAT00000000641.1	ENSSHAG00000000561.1	
ENSSHAT00000000642.1	ENSSHAG00000000562.1	
ENSSHAT00000000643.1	ENSSHAG00000000563.1	
ENSSHAT00000000644.1	ENSSHAG00000000564.1	
ENSSHAT00000000645.1	ENSSHAG00000000565.1	
ENSSHAT00000000646.1	ENSSHAG00000000566.1	
ENSSHAT00000000647.1	ENSSHAG00000000567.1	
ENSSHAT00000000648.1	ENSSHAG00000000568.1	
ENSSHAT00000000649.1	ENSSHAG00000000569.1	ZC4H2
ENSSHAT00000000650.1	ENSSHAG00000000570.1	
ENSSHAT00000000651.1	ENSSHAG00000000571.1	
ENSSHAT00000000652.1	ENSSHAG00000000572.1	DYSF
ENSSHAT00000000653.1	ENSSHAG00000000573.1	
ENSSHAT00000000654.1	ENSSHAG00000000574.1	PARVG
ENSSHAT00000000655.1	ENSSHAG00000000575.1	
ENSSHAT00000000656.1	ENSSHAG00000000576.1	
ENSSHAT00000000657.1	ENSSHAG00000000576.1	
ENSSHAT00000000658.1	ENSSHAG00000000577.1	
ENSSHAT00000000659.1	ENSSHAG00000000578.1	
ENSSHAT00000000660.1	ENSSHAG00000000579.1	
ENSSHAT00000000661.1	ENSSHAG00000000580.1	
ENSSHAT00000000662.1	ENSSHAG00000000581.1	
ENSSHAT00000000663.1	ENSSHAG00000000582.1	
ENSSHAT00000000664.1	ENSSHAG00000000583.1	
ENSSHAT00000000665.1	ENSSHAG00000000584.1	
ENSSHAT00000000666.1	ENSSHAG00000000585.1	
ENSSHAT00000000667.1	ENSSHAG00000000586.1	OR9K2
ENSSHAT00000000668.1	ENSSHAG00000000587.1	
ENSSHAT00000000669.1	ENSSHAG00000000588.1	
ENSSHAT00000000670.1	ENSSHAG00000000589.1	
ENSSHAT00000000671.1	ENSSHAG00000000590.1	RABEP1
ENSSHAT00000000672.1	ENSSHAG00000000591.1	DOP1B
ENSSHAT00000000673.1	ENSSHAG00000000592.1	
ENSSHAT00000000674.1	ENSSHAG00000000593.1	
ENSSHAT00000000675.1	ENSSHAG00000000594.1	
ENSSHAT00000000676.1	ENSSHAG00000000595.1	ENTPD3
ENSSHAT00000000677.1	ENSSHAG00000000596.1	
ENSSHAT00000000678.1	ENSSHAG00000000597.1	
ENSSHAT00000000679.1	ENSSHAG00000000598.1	
ENSSHAT00000000680.1	ENSSHAG00000000599.1	
ENSSHAT00000000681.1	ENSSHAG00000000600.1	
ENSSHAT00000000682.1	ENSSHAG00000000601.1	
ENSSHAT00000000683.1	ENSSHAG00000000602.1	
ENSSHAT00000000684.1	ENSSHAG00000000603.1	
ENSSHAT00000000685.1	ENSSHAG00000000604.1	
ENSSHAT00000000686.1	ENSSHAG00000000605.1	
ENSSHAT00000000687.1	ENSSHAG00000000606.1	
ENSSHAT00000000688.1	ENSSHAG00000000607.1	
ENSSHAT00000000689.1	ENSSHAG00000000608.1	
ENSSHAT00000000690.1	ENSSHAG00000000608.1	
ENSSHAT00000000691.1	ENSSHAG00000000609.1	
ENSSHAT00000000692.1	ENSSHAG00000000609.1	
ENSSHAT00000000693.1	ENSSHAG00000000610.1	
ENSSHAT00000000694.1	ENSSHAG00000000611.1	
ENSSHAT00000000695.1	ENSSHAG00000000612.1	
ENSSHAT00000000696.1	ENSSHAG00000000613.1	
ENSSHAT00000000697.1	ENSSHAG00000000614.1	SRP72
ENSSHAT00000000698.1	ENSSHAG00000000615.1	
ENSSHAT00000000699.1	ENSSHAG00000000616.1	
ENSSHAT00000000700.1	ENSSHAG00000000617.1	
ENSSHAT00000000701.1	ENSSHAG00000000618.1	
ENSSHAT00000000702.1	ENSSHAG00000000619.1	
ENSSHAT00000000703.1	ENSSHAG00000000619.1	
ENSSHAT00000000704.1	ENSSHAG00000000620.1	
ENSSHAT00000000705.1	ENSSHAG00000000621.1	
ENSSHAT00000000706.1	ENSSHAG00000000622.1	
ENSSHAT00000000707.1	ENSSHAG00000000623.1	ZNF740
ENSSHAT00000000708.1	ENSSHAG00000000624.1	
ENSSHAT00000000709.1	ENSSHAG00000000625.1	
ENSSHAT00000000710.1	ENSSHAG00000000626.1	
ENSSHAT00000000711.1	ENSSHAG00000000627.1	
ENSSHAT00000000712.1	ENSSHAG00000000628.1	
ENSSHAT00000000713.1	ENSSHAG00000000629.1	
ENSSHAT00000000714.1	ENSSHAG00000000630.1	
ENSSHAT00000000715.1	ENSSHAG00000000631.1	
ENSSHAT00000000716.1	ENSSHAG00000000632.1	
ENSSHAT00000000717.1	ENSSHAG00000000633.1	
ENSSHAT00000000718.1	ENSSHAG00000000634.1	
ENSSHAT00000000719.1	ENSSHAG00000000635.1	
ENSSHAT00000000720.1	ENSSHAG00000000636.1	
ENSSHAT00000000721.1	ENSSHAG00000000637.1	
ENSSHAT00000000722.1	ENSSHAG00000000638.1	
ENSSHAT00000000723.1	ENSSHAG00000000639.1	
ENSSHAT00000000724.1	ENSSHAG00000000640.1	
ENSSHAT00000000725.1	ENSSHAG00000000641.1	
ENSSHAT00000000726.1	ENSSHAG00000000642.1	
ENSSHAT00000000727.1	ENSSHAG00000000642.1	
ENSSHAT00000000728.1	ENSSHAG00000000642.1	
ENSSHAT00000000729.1	ENSSHAG00000000643.1	STK31
ENSSHAT00000000730.1	ENSSHAG00000000644.1	
ENSSHAT00000000731.1	ENSSHAG00000000645.1	
ENSSHAT00000000732.1	ENSSHAG00000000646.1	
ENSSHAT00000000733.1	ENSSHAG00000000647.1	
ENSSHAT00000000734.1	ENSSHAG00000000647.1	
ENSSHAT00000000735.1	ENSSHAG00000000648.1	
ENSSHAT00000000736.1	ENSSHAG00000000649.1	OR5AN1
ENSSHAT00000000737.1	ENSSHAG00000000650.1	
ENSSHAT00000000738.1	ENSSHAG00000000651.1	FRMPD4
ENSSHAT00000000739.1	ENSSHAG00000000652.1	
ENSSHAT00000000740.1	ENSSHAG00000000653.1	MAP2K4
ENSSHAT00000000741.1	ENSSHAG00000000653.1	MAP2K4
ENSSHAT00000000742.1	ENSSHAG00000000654.1	MYORG
ENSSHAT00000000743.1	ENSSHAG00000000655.1	
ENSSHAT00000000744.1	ENSSHAG00000000656.1	
ENSSHAT00000000745.1	ENSSHAG00000000657.1	
ENSSHAT00000000746.1	ENSSHAG00000000658.1	
ENSSHAT00000000747.1	ENSSHAG00000000659.1	FERMT2
ENSSHAT00000000748.1	ENSSHAG00000000659.1	FERMT2
ENSSHAT00000000749.1	ENSSHAG00000000660.1	
ENSSHAT00000000750.1	ENSSHAG00000000661.1	
ENSSHAT00000000751.1	ENSSHAG00000000661.1	
ENSSHAT00000000752.1	ENSSHAG00000000662.1	UGT1A1
ENSSHAT00000000753.1	ENSSHAG00000000662.1	UGT1A1
ENSSHAT00000000754.1	ENSSHAG00000000663.1	
ENSSHAT00000000755.1	ENSSHAG00000000664.1	
ENSSHAT00000000756.1	ENSSHAG00000000665.1	
ENSSHAT00000000757.1	ENSSHAG00000000666.1	
ENSSHAT00000000758.1	ENSSHAG00000000667.1	
ENSSHAT00000000759.1	ENSSHAG00000000668.1	SPRYD7
ENSSHAT00000000760.1	ENSSHAG00000000669.1	
ENSSHAT00000000761.1	ENSSHAG00000000670.1	
ENSSHAT00000000762.1	ENSSHAG00000000671.1	SRP54
ENSSHAT00000000763.1	ENSSHAG00000000672.1	CS
ENSSHAT00000000764.1	ENSSHAG00000000673.1	
ENSSHAT00000000765.1	ENSSHAG00000000674.1	OR10J3
ENSSHAT00000000766.1	ENSSHAG00000000675.1	SLC5A5
ENSSHAT00000000767.1	ENSSHAG00000000676.1	
ENSSHAT00000000768.1	ENSSHAG00000000677.1	
ENSSHAT00000000769.1	ENSSHAG00000000678.1	
ENSSHAT00000000770.1	ENSSHAG00000000678.1	
ENSSHAT00000000771.1	ENSSHAG00000000679.1	MPEG1
ENSSHAT00000000772.1	ENSSHAG00000000680.1	SPO11
ENSSHAT00000000773.1	ENSSHAG00000000681.1	
ENSSHAT00000000774.1	ENSSHAG00000000682.1	ST3GAL4
ENSSHAT00000000775.1	ENSSHAG00000000683.1	RASGRF1
ENSSHAT00000000776.1	ENSSHAG00000000683.1	RASGRF1
ENSSHAT00000000777.1	ENSSHAG00000000684.1	
ENSSHAT00000000778.1	ENSSHAG00000000685.1	ACTA2
ENSSHAT00000000779.1	ENSSHAG00000000686.1	SLC16A13
ENSSHAT00000000780.1	ENSSHAG00000000687.1	
ENSSHAT00000000781.1	ENSSHAG00000000688.1	
ENSSHAT00000000782.1	ENSSHAG00000000689.1	UHRF2
ENSSHAT00000000783.1	ENSSHAG00000000690.1	
ENSSHAT00000000784.1	ENSSHAG00000000691.1	
ENSSHAT00000000785.1	ENSSHAG00000000692.1	
ENSSHAT00000000786.1	ENSSHAG00000000693.1	
ENSSHAT00000000787.1	ENSSHAG00000000694.1	GIN1
ENSSHAT00000000788.1	ENSSHAG00000000695.1	OR1N2
ENSSHAT00000000789.1	ENSSHAG00000000696.1	
ENSSHAT00000000790.1	ENSSHAG00000000697.1	
ENSSHAT00000000791.1	ENSSHAG00000000698.1	
ENSSHAT00000000792.1	ENSSHAG00000000699.1	PNP
ENSSHAT00000000793.1	ENSSHAG00000000700.1	
ENSSHAT00000000794.1	ENSSHAG00000000701.1	
ENSSHAT00000000795.1	ENSSHAG00000000702.1	
ENSSHAT00000000796.1	ENSSHAG00000000703.1	
ENSSHAT00000000797.1	ENSSHAG00000000704.1	
ENSSHAT00000000798.1	ENSSHAG00000000705.1	
ENSSHAT00000000799.1	ENSSHAG00000000706.1	
ENSSHAT00000000800.1	ENSSHAG00000000707.1	ARL10
ENSSHAT00000000801.1	ENSSHAG00000000708.1	
ENSSHAT00000000802.1	ENSSHAG00000000708.1	
ENSSHAT00000000803.1	ENSSHAG00000000709.1	CHRNA2
ENSSHAT00000000804.1	ENSSHAG00000000709.1	CHRNA2
ENSSHAT00000000805.1	ENSSHAG00000000710.1	
ENSSHAT00000000806.1	ENSSHAG00000000711.1	
ENSSHAT00000000807.1	ENSSHAG00000000712.1	
ENSSHAT00000000808.1	ENSSHAG00000000713.1	SLFN14
ENSSHAT00000000809.1	ENSSHAG00000000714.1	
ENSSHAT00000000810.1	ENSSHAG00000000715.1	
ENSSHAT00000000811.1	ENSSHAG00000000716.1	
ENSSHAT00000000812.1	ENSSHAG00000000717.1	
ENSSHAT00000000813.1	ENSSHAG00000000718.1	
ENSSHAT00000000814.1	ENSSHAG00000000719.1	
ENSSHAT00000000815.1	ENSSHAG00000000720.1	
ENSSHAT00000000816.1	ENSSHAG00000000720.1	
ENSSHAT00000000817.1	ENSSHAG00000000721.1	
ENSSHAT00000000818.1	ENSSHAG00000000722.1	
ENSSHAT00000000819.1	ENSSHAG00000000722.1	
ENSSHAT00000000820.1	ENSSHAG00000000723.1	
ENSSHAT00000000821.1	ENSSHAG00000000724.1	
ENSSHAT00000000822.1	ENSSHAG00000000725.1	
ENSSHAT00000000823.1	ENSSHAG00000000726.1	METTL22
ENSSHAT00000000824.1	ENSSHAG00000000726.1	METTL22
ENSSHAT00000000825.1	ENSSHAG00000000727.1	PSMD7
ENSSHAT00000000826.1	ENSSHAG00000000728.1	
ENSSHAT00000000827.1	ENSSHAG00000000729.1	
ENSSHAT00000000828.1	ENSSHAG00000000730.1	LRR1
ENSSHAT00000000829.1	ENSSHAG00000000731.1	
ENSSHAT00000000830.1	ENSSHAG00000000732.1	EDAR
ENSSHAT00000000831.1	ENSSHAG00000000733.1	
ENSSHAT00000000832.1	ENSSHAG00000000734.1	
ENSSHAT00000000833.1	ENSSHAG00000000735.1	
ENSSHAT00000000834.1	ENSSHAG00000000736.1	
ENSSHAT00000000835.1	ENSSHAG00000000737.1	
ENSSHAT00000000836.1	ENSSHAG00000000738.1	
ENSSHAT00000000837.1	ENSSHAG00000000739.1	
ENSSHAT00000000838.1	ENSSHAG00000000740.1	
ENSSHAT00000000839.1	ENSSHAG00000000741.1	
ENSSHAT00000000840.1	ENSSHAG00000000742.1	
ENSSHAT00000000841.1	ENSSHAG00000000743.1	
ENSSHAT00000000842.1	ENSSHAG00000000744.1	DRAM1
ENSSHAT00000000843.1	ENSSHAG00000000745.1	
ENSSHAT00000000844.1	ENSSHAG00000000745.1	
ENSSHAT00000000845.1	ENSSHAG00000000746.1	
ENSSHAT00000000846.1	ENSSHAG00000000747.1	
ENSSHAT00000000847.1	ENSSHAG00000000748.1	
ENSSHAT00000000848.1	ENSSHAG00000000749.1	ZNF385D
ENSSHAT00000000849.1	ENSSHAG00000000750.1	
ENSSHAT00000000850.1	ENSSHAG00000000750.1	
ENSSHAT00000000851.1	ENSSHAG00000000751.1	
ENSSHAT00000000852.1	ENSSHAG00000000752.1	MYO1C
ENSSHAT00000000853.1	ENSSHAG00000000753.1	
ENSSHAT00000000854.1	ENSSHAG00000000754.1	PELP1
ENSSHAT00000000855.1	ENSSHAG00000000755.1	
ENSSHAT00000000856.1	ENSSHAG00000000756.1	
ENSSHAT00000000857.1	ENSSHAG00000000757.1	
ENSSHAT00000000858.1	ENSSHAG00000000758.1	SNRNP200
ENSSHAT00000000859.1	ENSSHAG00000000759.1	
ENSSHAT00000000860.1	ENSSHAG00000000760.1	
ENSSHAT00000000861.1	ENSSHAG00000000761.1	
ENSSHAT00000000862.1	ENSSHAG00000000762.1	
ENSSHAT00000000863.1	ENSSHAG00000000763.1	
ENSSHAT00000000864.1	ENSSHAG00000000764.1	SNX6
ENSSHAT00000000865.1	ENSSHAG00000000765.1	
ENSSHAT00000000866.1	ENSSHAG00000000766.1	
ENSSHAT00000000867.1	ENSSHAG00000000767.1	
ENSSHAT00000000868.1	ENSSHAG00000000768.1	
ENSSHAT00000000869.1	ENSSHAG00000000769.1	
ENSSHAT00000000870.1	ENSSHAG00000000770.1	
ENSSHAT00000000871.1	ENSSHAG00000000771.1	
ENSSHAT00000000872.1	ENSSHAG00000000771.1	
ENSSHAT00000000873.1	ENSSHAG00000000772.1	
ENSSHAT00000000874.1	ENSSHAG00000000773.1	PPIL6
ENSSHAT00000000875.1	ENSSHAG00000000773.1	PPIL6
ENSSHAT00000000876.1	ENSSHAG00000000774.1	MAP4K5
ENSSHAT00000000878.1	ENSSHAG00000000776.1	DMWD
ENSSHAT00000000879.1	ENSSHAG00000000777.1	
ENSSHAT00000000880.1	ENSSHAG00000000778.1	
ENSSHAT00000000881.1	ENSSHAG00000000779.1	
ENSSHAT00000000882.1	ENSSHAG00000000779.1	
ENSSHAT00000000883.1	ENSSHAG00000000780.1	MRTFB
ENSSHAT00000000884.1	ENSSHAG00000000780.1	MRTFB
ENSSHAT00000000885.1	ENSSHAG00000000781.1	
ENSSHAT00000000886.1	ENSSHAG00000000782.1	
ENSSHAT00000000887.1	ENSSHAG00000000783.1	
ENSSHAT00000000888.1	ENSSHAG00000000784.1	SYVN1
ENSSHAT00000000889.1	ENSSHAG00000000785.1	
ENSSHAT00000000890.1	ENSSHAG00000000786.1	
ENSSHAT00000000891.1	ENSSHAG00000000787.1	
ENSSHAT00000000892.1	ENSSHAG00000000788.1	
ENSSHAT00000000893.1	ENSSHAG00000000789.1	ATP9B
ENSSHAT00000000894.1	ENSSHAG00000000789.1	ATP9B
ENSSHAT00000000895.1	ENSSHAG00000000790.1	
ENSSHAT00000000896.1	ENSSHAG00000000791.1	
ENSSHAT00000000897.1	ENSSHAG00000000792.1	
ENSSHAT00000000898.1	ENSSHAG00000000793.1	
ENSSHAT00000000899.1	ENSSHAG00000000794.1	
ENSSHAT00000000900.1	ENSSHAG00000000794.1	
ENSSHAT00000000901.1	ENSSHAG00000000795.1	
ENSSHAT00000000902.1	ENSSHAG00000000796.1	AIMP1
ENSSHAT00000000903.1	ENSSHAG00000000797.1	
ENSSHAT00000000904.1	ENSSHAG00000000798.1	SETD7
ENSSHAT00000000905.1	ENSSHAG00000000799.1	
ENSSHAT00000000906.1	ENSSHAG00000000800.1	PLA1A
ENSSHAT00000000907.1	ENSSHAG00000000801.1	
ENSSHAT00000000908.1	ENSSHAG00000000802.1	
ENSSHAT00000000909.1	ENSSHAG00000000803.1	EIF2B5
ENSSHAT00000000910.1	ENSSHAG00000000804.1	
ENSSHAT00000000911.1	ENSSHAG00000000805.1	
ENSSHAT00000000912.1	ENSSHAG00000000806.1	
ENSSHAT00000000913.1	ENSSHAG00000000807.1	
ENSSHAT00000000914.1	ENSSHAG00000000808.1	
ENSSHAT00000000915.1	ENSSHAG00000000809.1	
ENSSHAT00000000916.1	ENSSHAG00000000810.1	USP31
ENSSHAT00000000917.1	ENSSHAG00000000811.1	
ENSSHAT00000000918.1	ENSSHAG00000000812.1	
ENSSHAT00000000919.1	ENSSHAG00000000813.1	
ENSSHAT00000000920.1	ENSSHAG00000000814.1	SLC7A9
ENSSHAT00000000921.1	ENSSHAG00000000815.1	ASPDH
ENSSHAT00000000922.1	ENSSHAG00000000816.1	PDP2
ENSSHAT00000000923.1	ENSSHAG00000000817.1	
ENSSHAT00000000924.1	ENSSHAG00000000818.1	
ENSSHAT00000000925.1	ENSSHAG00000000819.1	
ENSSHAT00000000926.1	ENSSHAG00000000819.1	
ENSSHAT00000000927.1	ENSSHAG00000000820.1	
ENSSHAT00000000928.1	ENSSHAG00000000821.1	
ENSSHAT00000000929.1	ENSSHAG00000000822.1	
ENSSHAT00000000930.1	ENSSHAG00000000823.1	ASB4
ENSSHAT00000000931.1	ENSSHAG00000000824.1	
ENSSHAT00000000932.1	ENSSHAG00000000825.1	ZNF608
